date,subdomain,qtype,count,ratio
2025-04-01,stb,257,8,0.0005
2025-04-01,stb,28,3752,0.2399
2025-04-01,stb,33,1,0.0001
2025-04-01,stb,43,3,0.0002
2025-04-01,stb,5,11,0.0007
2025-04-01,stb,6,13,0.0008
2025-04-01,stb,65,1288,0.0823
2025-04-01,stb,99,81,0.0052
2025-04-01,sugadaira,1,2776,0.4531
2025-04-01,sugadaira,12,1,0.0002
2025-04-01,sugadaira,15,1761,0.2874
2025-04-01,sugadaira,16,154,0.0251
2025-04-01,sugadaira,2,234,0.0382
2025-04-01,sugadaira,257,1,0.0002
2025-04-01,sugadaira,28,1117,0.1823
2025-04-01,sugadaira,43,1,0.0002
2025-04-01,sugadaira,5,7,0.0011
2025-04-01,sugadaira,6,7,0.0011
2025-04-01,sugadaira,65,61,0.0100
2025-04-01,sugadaira,99,7,0.0011
2025-04-01,suiri,1,848,0.4562
2025-04-01,suiri,15,557,0.2996
2025-04-01,suiri,16,10,0.0054
2025-04-01,suiri,2,112,0.0602
2025-04-01,suiri,28,302,0.1625
2025-04-01,suiri,5,15,0.0081
2025-04-01,suiri,6,6,0.0032
2025-04-01,suiri,65,9,0.0048
2025-04-01,sustain,1,3,0.1364
2025-04-01,sustain,2,1,0.0455
2025-04-01,sustain,28,8,0.3636
2025-04-01,sustain,6,10,0.4545
2025-04-01,t-act,1,1328,0.5853
2025-04-01,t-act,12,2,0.0009
2025-04-01,t-act,15,169,0.0745
2025-04-01,t-act,16,39,0.0172
2025-04-01,t-act,2,42,0.0185
2025-04-01,t-act,255,1,0.0004
2025-04-01,t-act,257,2,0.0009
2025-04-01,t-act,28,576,0.2539
2025-04-01,t-act,33,2,0.0009
2025-04-01,t-act,48,2,0.0009
2025-04-01,t-act,5,5,0.0022
2025-04-01,t-act,6,13,0.0057
2025-04-01,t-act,65,88,0.0388
2025-04-01,t-pirc,1,7469,0.5794
2025-04-01,t-pirc,12,4,0.0003
2025-04-01,t-pirc,15,112,0.0087
2025-04-01,t-pirc,16,24,0.0019
2025-04-01,t-pirc,2,184,0.0143
2025-04-01,t-pirc,257,5,0.0004
2025-04-01,t-pirc,28,4870,0.3778
2025-04-01,t-pirc,33,4,0.0003
2025-04-01,t-pirc,43,5,0.0004
2025-04-01,t-pirc,5,19,0.0015
2025-04-01,t-pirc,6,16,0.0012
2025-04-01,t-pirc,65,178,0.0138
2025-04-01,tac,1,3286,0.4983
2025-04-01,tac,12,2,0.0003
2025-04-01,tac,15,1066,0.1617
2025-04-01,tac,16,71,0.0108
2025-04-01,tac,2,146,0.0221
2025-04-01,tac,257,1,0.0002
2025-04-01,tac,28,1798,0.2727
2025-04-01,tac,33,2,0.0003
2025-04-01,tac,43,7,0.0011
2025-04-01,tac,5,13,0.0020
2025-04-01,tac,6,16,0.0024
2025-04-01,tac,65,185,0.0281
2025-04-01,tac,99,1,0.0002
2025-04-01,taiiku,1,29386,0.4560
2025-04-01,taiiku,12,9,0.0001
2025-04-01,taiiku,15,8766,0.1360
2025-04-01,taiiku,16,432,0.0067
2025-04-01,taiiku,2,5638,0.0875
2025-04-01,taiiku,255,29,0.0005
2025-04-01,taiiku,257,8,0.0001
2025-04-01,taiiku,28,17632,0.2736
2025-04-01,taiiku,33,7,0.0001
2025-04-01,taiiku,35,2,0.0000
2025-04-01,taiiku,43,219,0.0034
2025-04-01,taiiku,48,51,0.0008
2025-04-01,taiiku,5,402,0.0062
2025-04-01,taiiku,6,326,0.0051
2025-04-01,taiiku,65,1534,0.0238
2025-04-01,taiiku,99,1,0.0000
2025-04-01,tara,1,5938,0.4778
2025-04-01,tara,12,5,0.0004
2025-04-01,tara,13,1,0.0001
2025-04-01,tara,15,1961,0.1578
2025-04-01,tara,16,212,0.0171
2025-04-01,tara,2,275,0.0221
2025-04-01,tara,257,4,0.0003
2025-04-01,tara,28,3758,0.3024
2025-04-01,tara,33,3,0.0002
2025-04-01,tara,43,17,0.0014
2025-04-01,tara,48,2,0.0002
2025-04-01,tara,5,26,0.0021
2025-04-01,tara,6,22,0.0018
2025-04-01,tara,65,195,0.0157
2025-04-01,tara,99,8,0.0006
2025-04-01,tech,1,1109,0.5329
2025-04-01,tech,12,3,0.0014
2025-04-01,tech,15,45,0.0216
2025-04-01,tech,16,16,0.0077
2025-04-01,tech,2,30,0.0144
2025-04-01,tech,257,2,0.0010
2025-04-01,tech,28,696,0.3345
2025-04-01,tech,33,3,0.0014
2025-04-01,tech,43,1,0.0005
2025-04-01,tech,48,1,0.0005
2025-04-01,tech,5,6,0.0029
2025-04-01,tech,6,5,0.0024
2025-04-01,tech,65,164,0.0788
2025-04-01,tems,1,1086,0.4963
2025-04-01,tems,15,4,0.0018
2025-04-01,tems,16,5,0.0023
2025-04-01,tems,2,20,0.0091
2025-04-01,tems,28,1053,0.4813
2025-04-01,tems,5,5,0.0023
2025-04-01,tems,6,11,0.0050
2025-04-01,tems,65,3,0.0014
2025-04-01,tems,99,1,0.0005
2025-04-01,tessa,1,63,0.4599
2025-04-01,tessa,15,3,0.0219
2025-04-01,tessa,16,2,0.0146
2025-04-01,tessa,2,5,0.0365
2025-04-01,tessa,28,37,0.2701
2025-04-01,tessa,35,4,0.0292
2025-04-01,tessa,5,3,0.0219
2025-04-01,tessa,6,10,0.0730
2025-04-01,tessa,65,9,0.0657
2025-04-01,tessa,99,1,0.0073
2025-04-01,tgsw,1,2575,0.8027
2025-04-01,tgsw,12,2,0.0006
2025-04-01,tgsw,15,4,0.0012
2025-04-01,tgsw,16,3,0.0009
2025-04-01,tgsw,2,35,0.0109
2025-04-01,tgsw,257,2,0.0006
2025-04-01,tgsw,28,542,0.1690
2025-04-01,tgsw,33,2,0.0006
2025-04-01,tgsw,48,2,0.0006
2025-04-01,tgsw,5,5,0.0016
2025-04-01,tgsw,6,11,0.0034
2025-04-01,tgsw,65,25,0.0078
2025-04-01,tias,1,991,0.6469
2025-04-01,tias,15,20,0.0131
2025-04-01,tias,16,2,0.0013
2025-04-01,tias,2,41,0.0268
2025-04-01,tias,28,411,0.2683
2025-04-01,tias,43,1,0.0007
2025-04-01,tias,5,2,0.0013
2025-04-01,tias,6,12,0.0078
2025-04-01,tias,65,52,0.0339
2025-04-01,tomonaga,1,1580,0.6966
2025-04-01,tomonaga,12,3,0.0013
2025-04-01,tomonaga,15,27,0.0119
2025-04-01,tomonaga,16,6,0.0026
2025-04-01,tomonaga,2,38,0.0168
2025-04-01,tomonaga,257,3,0.0013
2025-04-01,tomonaga,28,519,0.2288
2025-04-01,tomonaga,33,3,0.0013
2025-04-01,tomonaga,48,3,0.0013
2025-04-01,tomonaga,5,6,0.0026
2025-04-01,tomonaga,6,14,0.0062
2025-04-01,tomonaga,65,66,0.0291
2025-04-01,trems,1,1178,0.8080
2025-04-01,trems,12,2,0.0014
2025-04-01,trems,15,2,0.0014
2025-04-01,trems,16,2,0.0014
2025-04-01,trems,2,36,0.0247
2025-04-01,trems,257,2,0.0014
2025-04-01,trems,28,192,0.1317
2025-04-01,trems,33,2,0.0014
2025-04-01,trems,48,2,0.0014
2025-04-01,trems,5,2,0.0014
2025-04-01,trems,6,11,0.0075
2025-04-01,trems,65,27,0.0185
2025-04-01,trios,1,30622,0.7078
2025-04-01,trios,12,3,0.0001
2025-04-01,trios,15,24,0.0006
2025-04-01,trios,16,14,0.0003
2025-04-01,trios,2,209,0.0048
2025-04-01,trios,255,3,0.0001
2025-04-01,trios,257,2,0.0000
2025-04-01,trios,28,8599,0.1988
2025-04-01,trios,33,3,0.0001
2025-04-01,trios,43,10,0.0002
2025-04-01,trios,48,2,0.0000
2025-04-01,trios,5,10,0.0002
2025-04-01,trios,6,16,0.0004
2025-04-01,trios,65,3748,0.0866
2025-04-01,tsa,1,18112,0.6423
2025-04-01,tsa,12,1,0.0000
2025-04-01,tsa,15,15,0.0005
2025-04-01,tsa,16,1,0.0000
2025-04-01,tsa,2,87,0.0031
2025-04-01,tsa,255,5,0.0002
2025-04-01,tsa,257,1,0.0000
2025-04-01,tsa,28,6616,0.2346
2025-04-01,tsa,33,1,0.0000
2025-04-01,tsa,35,2,0.0001
2025-04-01,tsa,43,1,0.0000
2025-04-01,tsa,48,1,0.0000
2025-04-01,tsa,5,4,0.0001
2025-04-01,tsa,6,10,0.0004
2025-04-01,tsa,65,3343,0.1185
2025-04-01,ttft,1,87,0.4652
2025-04-01,ttft,15,2,0.0107
2025-04-01,ttft,2,2,0.0107
2025-04-01,ttft,28,96,0.5134
2025-04-01,tulips,1,63952,0.6281
2025-04-01,tulips,12,4,0.0000
2025-04-01,tulips,13,4,0.0000
2025-04-01,tulips,15,5550,0.0545
2025-04-01,tulips,16,908,0.0089
2025-04-01,tulips,2,2806,0.0276
2025-04-01,tulips,255,2,0.0000
2025-04-01,tulips,257,54,0.0005
2025-04-01,tulips,28,23020,0.2261
2025-04-01,tulips,33,5,0.0000
2025-04-01,tulips,39,2,0.0000
2025-04-01,tulips,43,66,0.0006
2025-04-01,tulips,5,531,0.0052
2025-04-01,tulips,6,235,0.0023
2025-04-01,tulips,65,4645,0.0456
2025-04-01,tulips,99,35,0.0003
2025-04-01,twins,1,10107,0.4252
2025-04-01,twins,12,2,0.0001
2025-04-01,twins,13,1,0.0000
2025-04-01,twins,15,19,0.0008
2025-04-01,twins,16,23,0.0010
2025-04-01,twins,2,109,0.0046
2025-04-01,twins,255,5,0.0002
2025-04-01,twins,257,2,0.0001
2025-04-01,twins,28,6815,0.2867
2025-04-01,twins,33,2,0.0001
2025-04-01,twins,43,8,0.0003
2025-04-01,twins,48,2,0.0001
2025-04-01,twins,5,15,0.0006
2025-04-01,twins,6,88,0.0037
2025-04-01,twins,65,6570,0.2764
2025-04-01,u,1,46601,0.4231
2025-04-01,u,13,2,0.0000
2025-04-01,u,15,24678,0.2241
2025-04-01,u,16,7909,0.0718
2025-04-01,u,2,7628,0.0693
2025-04-01,u,255,117,0.0011
2025-04-01,u,28,18451,0.1675
2025-04-01,u,33,1,0.0000
2025-04-01,u,43,10,0.0001
2025-04-01,u,5,1185,0.0108
2025-04-01,u,6,980,0.0089
2025-04-01,u,65,2148,0.0195
2025-04-01,u,99,420,0.0038
2025-04-01,un,1,12439,0.2799
2025-04-01,un,15,6963,0.1567
2025-04-01,un,16,20727,0.4664
2025-04-01,un,2,1339,0.0301
2025-04-01,un,255,2,0.0000
2025-04-01,un,28,1509,0.0340
2025-04-01,un,43,29,0.0007
2025-04-01,un,5,117,0.0026
2025-04-01,un,6,101,0.0023
2025-04-01,un,65,419,0.0094
2025-04-01,un,99,800,0.0180
2025-04-01,ut-jinzai-bank,1,1059,0.5079
2025-04-01,ut-jinzai-bank,12,2,0.0010
2025-04-01,ut-jinzai-bank,15,9,0.0043
2025-04-01,ut-jinzai-bank,16,3,0.0014
2025-04-01,ut-jinzai-bank,2,12,0.0058
2025-04-01,ut-jinzai-bank,255,1,0.0005
2025-04-01,ut-jinzai-bank,257,2,0.0010
2025-04-01,ut-jinzai-bank,28,932,0.4470
2025-04-01,ut-jinzai-bank,33,2,0.0010
2025-04-01,ut-jinzai-bank,43,1,0.0005
2025-04-01,ut-jinzai-bank,48,2,0.0010
2025-04-01,ut-jinzai-bank,5,8,0.0038
2025-04-01,ut-jinzai-bank,6,9,0.0043
2025-04-01,ut-jinzai-bank,65,43,0.0206
2025-04-01,utos,1,18291,0.4620
2025-04-01,utos,12,2,0.0001
2025-04-01,utos,13,4,0.0001
2025-04-01,utos,15,2456,0.0620
2025-04-01,utos,16,5403,0.1365
2025-04-01,utos,2,229,0.0058
2025-04-01,utos,257,2,0.0001
2025-04-01,utos,28,9395,0.2373
2025-04-01,utos,33,2,0.0001
2025-04-01,utos,43,32,0.0008
2025-04-01,utos,48,2,0.0001
2025-04-01,utos,5,15,0.0004
2025-04-01,utos,6,23,0.0006
2025-04-01,utos,65,3656,0.0924
2025-04-01,utos,99,75,0.0019
2025-04-01,utvpn,1,883,0.3364
2025-04-01,utvpn,15,4,0.0015
2025-04-01,utvpn,16,1,0.0004
2025-04-01,utvpn,2,386,0.1470
2025-04-01,utvpn,28,653,0.2488
2025-04-01,utvpn,35,1,0.0004
2025-04-01,utvpn,43,347,0.1322
2025-04-01,utvpn,48,343,0.1307
2025-04-01,utvpn,5,1,0.0004
2025-04-01,utvpn,6,1,0.0004
2025-04-01,utvpn,65,5,0.0019
2025-04-01,vbl,1,863,0.5050
2025-04-01,vbl,15,92,0.0538
2025-04-01,vbl,16,19,0.0111
2025-04-01,vbl,2,180,0.1053
2025-04-01,vbl,255,2,0.0012
2025-04-01,vbl,28,509,0.2978
2025-04-01,vbl,43,2,0.0012
2025-04-01,vbl,5,31,0.0181
2025-04-01,vbl,6,11,0.0064
2025-04-01,wpi-iiis,1,7863,0.6122
2025-04-01,wpi-iiis,12,3,0.0002
2025-04-01,wpi-iiis,15,23,0.0018
2025-04-01,wpi-iiis,16,13,0.0010
2025-04-01,wpi-iiis,2,195,0.0152
2025-04-01,wpi-iiis,255,2,0.0002
2025-04-01,wpi-iiis,257,3,0.0002
2025-04-01,wpi-iiis,28,3986,0.3104
2025-04-01,wpi-iiis,33,3,0.0002
2025-04-01,wpi-iiis,43,35,0.0027
2025-04-01,wpi-iiis,48,3,0.0002
2025-04-01,wpi-iiis,5,13,0.0010
2025-04-01,wpi-iiis,6,13,0.0010
2025-04-01,wpi-iiis,65,688,0.0536
2025-04-01,www,1,27444,0.6272
2025-04-01,www,12,2,0.0000
2025-04-01,www,15,51,0.0012
2025-04-01,www,16,29,0.0007
2025-04-01,www,2,180,0.0041
2025-04-01,www,255,3,0.0001
2025-04-01,www,257,2,0.0000
2025-04-01,www,28,9439,0.2157
2025-04-01,www,33,9,0.0002
2025-04-01,www,5,850,0.0194
2025-04-01,www,6,13,0.0003
2025-04-01,www,65,5729,0.1309
2025-04-01,www,99,2,0.0000
2025-04-01,anpi,1,80,0.3828
2025-04-01,anpi,15,4,0.0191
2025-04-01,anpi,16,3,0.0144
2025-04-01,anpi,2,5,0.0239
2025-04-01,anpi,28,71,0.3397
2025-04-01,anpi,5,2,0.0096
2025-04-01,anpi,6,11,0.0526
2025-04-01,anpi,65,33,0.1579
2025-04-01,hq,1,3,0.0652
2025-04-01,hq,15,34,0.7391
2025-04-01,hq,6,9,0.1957
2025-04-01,law,1,36,0.5217
2025-04-01,law,15,1,0.0145
2025-04-01,law,16,1,0.0145
2025-04-01,law,2,12,0.1739
2025-04-01,law,28,5,0.0725
2025-04-01,law,43,2,0.0290
2025-04-01,law,5,2,0.0290
2025-04-01,law,6,10,0.1449
2025-04-01,mcast,6,9,1.0000
2025-04-01,srn,6,9,1.0000
2025-04-01,tc,1,204,0.4904
2025-04-01,tc,15,14,0.0337
2025-04-01,tc,16,11,0.0264
2025-04-01,tc,2,88,0.2115
2025-04-01,tc,257,1,0.0024
2025-04-01,tc,28,68,0.1635
2025-04-01,tc,5,14,0.0337
2025-04-01,tc,6,16,0.0385
2025-04-01,eprofs,6,9,1.0000
2025-04-01,robotics,1,5,0.6250
2025-04-01,robotics,28,3,0.3750
2025-04-01,t-anzen,6,9,1.0000
2025-04-01,241,1,44,0.8980
2025-04-01,241,2,3,0.0612
2025-04-01,241,28,2,0.0408
2025-04-01,244,1,13,0.4483
2025-04-01,244,15,1,0.0345
2025-04-01,244,16,1,0.0345
2025-04-01,244,2,5,0.1724
2025-04-01,244,28,6,0.2069
2025-04-01,244,5,1,0.0345
2025-04-01,244,6,2,0.0690
2025-04-01,ticonfms,1,4,0.2105
2025-04-01,ticonfms,15,1,0.0526
2025-04-01,ticonfms,2,4,0.2105
2025-04-01,ticonfms,28,9,0.4737
2025-04-01,ticonfms,5,1,0.0526
2025-04-01,air,43,1,1.0000
